"F0","base_word","count_trial_logger","response","response_time","speaker","stop_type","subject_nr","time_experiment","word_choice0_eng","word_choice1_eng","subj_gender","subj_age","subj_region","group","stop_response","stop_response2","word_status"
5,"baneul",33,1,1125,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
1,"paneul",34,1,829,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
4,"baneul",35,1,948,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
1,"bama",36,1,872,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","b","len","asp_word"
3,"pama",37,0,883,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
2,"pama",38,0,850,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
4,"paneul",39,1,903,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
3,"baneul",40,1,897,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
6,"paneul",41,0,1584,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","p","asp","len_word"
7,"bama",42,0,913,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
5,"paneul",43,0,1500,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","p","asp","len_word"
4,"pama",44,0,1064,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
6,"pama",45,0,823,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
3,"paneul",46,1,1164,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
4,"bama",47,0,1259,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
2,"paneul",48,1,1014,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
1,"baneul",49,1,937,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
1,"pama",50,0,858,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
2,"baneul",51,1,909,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
5,"pama",52,0,1135,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
7,"paneul",53,0,1600,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","p","asp","len_word"
6,"pama",54,0,866,"M1","pb",18,3802,"pama","bama","F",20,"GN","P","p","asp","asp_word"
7,"baneul",55,1,1563,"M1","pb",18,3802,"paneul","baneul","F",20,"GN","P","b","len","len_word"
4,"domang",56,1,976,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
5,"domang",57,1,1344,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
4,"tongmil",58,0,1845,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
5,"tomang",59,0,1049,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
1,"domang",60,1,862,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
3,"tomang",61,0,1157,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
4,"tomang",62,0,735,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
5,"tongmil",63,0,1184,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"tomang",64,0,796,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
7,"dongmil",65,0,1107,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
1,"tomang",66,1,784,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
2,"tongmil",67,0,1079,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
4,"tongmil",68,0,1066,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
3,"tomang",69,0,1015,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
5,"tomang",70,0,793,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
4,"dongmil",71,0,2022,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
4,"dongmil",72,1,982,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
2,"tongmil",73,0,869,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
3,"tongmil",74,0,876,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"tongmil",75,0,703,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
7,"domang",76,0,970,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
6,"tomang",77,0,862,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
7,"tomang",78,0,596,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
7,"dongmil",79,0,1005,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
3,"dongmil",80,1,1011,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
2,"tomang",81,1,1709,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
6,"domang",82,0,889,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
3,"domang",83,1,994,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
4,"domang",84,1,757,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
2,"domang",85,1,843,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
7,"tongmil",86,0,1010,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
1,"dongmil",87,1,1081,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
4,"tomang",88,0,1228,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
5,"tongmil",89,0,1181,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"dongmil",90,0,971,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"dongmil",91,0,692,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
5,"dongmil",92,1,908,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
1,"dongmil",93,1,929,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
5,"domang",94,1,1524,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
2,"dongmil",95,1,1181,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
7,"tongmil",96,0,772,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
2,"tomang",97,1,1063,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
2,"dongmil",98,1,1129,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
1,"tongmil",99,1,1068,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","d","len","asp_word"
1,"tomang",100,1,1147,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
3,"tongmil",101,0,951,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
3,"domang",102,1,1414,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
1,"domang",103,1,983,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
3,"dongmil",104,0,1303,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
7,"tomang",105,0,813,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
2,"domang",106,1,1010,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","d","len","len_word"
1,"tongmil",107,0,1122,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"tongmil",108,0,1008,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
6,"domang",109,0,1014,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
5,"dongmil",110,0,1039,"F1","td",18,3802,"tongmil","dongmil","F",20,"GN","P","t","asp","asp_word"
7,"domang",111,0,776,"F1","td",18,3802,"tomang","domang","F",20,"GN","P","t","asp","len_word"
1,"bama",0,0,3180,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
7,"paneul",1,0,1204,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
4,"paneul",2,1,1306,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
7,"pama",3,0,1074,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
2,"paneul",4,1,1145,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
4,"baneul",5,1,988,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
5,"pama",6,0,916,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
5,"bama",7,0,768,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
5,"bama",8,0,920,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
3,"baneul",9,1,2253,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
2,"pama",10,0,1324,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
3,"paneul",11,1,1112,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
3,"bama",12,1,1363,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
5,"paneul",13,0,1050,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
2,"bama",14,1,839,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
1,"pama",15,1,656,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
4,"baneul",16,1,1380,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
2,"baneul",17,1,748,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
6,"paneul",18,0,648,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
3,"paneul",19,1,1712,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
5,"paneul",20,0,785,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
7,"baneul",21,0,1073,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
1,"paneul",22,1,864,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
6,"baneul",23,0,1035,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
7,"baneul",24,0,841,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
7,"bama",25,0,789,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
6,"baneul",26,0,1182,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
7,"paneul",27,0,751,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
6,"bama",28,0,922,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
1,"bama",29,1,614,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
4,"pama",30,0,687,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
6,"pama",31,0,1134,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
4,"pama",32,0,868,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
4,"bama",33,1,914,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
5,"pama",34,0,629,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
6,"paneul",35,0,1017,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
1,"baneul",36,1,777,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
6,"bama",37,0,659,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
2,"pama",38,1,682,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
3,"pama",39,0,844,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
1,"pama",40,1,776,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
1,"baneul",41,1,671,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
7,"pama",42,0,653,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
6,"pama",43,0,717,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
5,"baneul",44,1,1300,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
2,"paneul",45,1,707,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
1,"paneul",46,1,612,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
4,"bama",47,0,610,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
3,"pama",48,1,1316,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
5,"baneul",49,0,1685,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
7,"bama",50,0,682,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","p","asp","asp_word"
2,"bama",51,1,960,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
4,"paneul",52,1,1367,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
3,"baneul",53,0,900,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","p","asp","len_word"
3,"bama",54,1,1112,"M1","pb",19,10045,"pama","bama","NB",20,"JN","P","b","len","asp_word"
2,"baneul",55,1,913,"M1","pb",19,10045,"paneul","baneul","NB",20,"JN","P","b","len","len_word"
7,"tongmil",56,0,915,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
6,"tongmil",57,0,813,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
3,"tomang",58,1,1040,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
4,"dongmil",59,1,1148,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
7,"dongmil",60,0,960,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
1,"dongmil",61,1,772,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
4,"tomang",62,0,1143,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
1,"tomang",63,1,987,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
3,"domang",64,1,969,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
2,"tomang",65,1,970,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
5,"dongmil",66,0,1022,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
1,"tongmil",67,1,790,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
2,"domang",68,1,805,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
2,"dongmil",69,1,806,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
7,"tongmil",70,0,784,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
7,"dongmil",71,0,920,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
7,"domang",72,0,807,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
3,"tomang",73,1,1073,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
4,"tomang",74,0,892,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
6,"dongmil",75,0,963,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
1,"tomang",76,1,624,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
4,"tongmil",77,0,781,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
5,"dongmil",78,0,1032,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
4,"domang",79,1,1328,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
5,"domang",80,1,1371,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
6,"domang",81,0,787,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
3,"domang",82,1,858,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
2,"tongmil",83,0,929,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
6,"tomang",84,0,793,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
7,"tomang",85,0,594,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
4,"dongmil",86,1,868,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
3,"tongmil",87,0,828,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
1,"tongmil",88,1,1325,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
1,"domang",89,1,865,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
2,"tongmil",90,0,925,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
3,"dongmil",91,1,782,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
6,"tomang",92,0,624,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
6,"tongmil",93,0,917,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
5,"tongmil",94,0,800,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
1,"domang",95,1,566,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
4,"domang",96,0,1120,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
6,"domang",97,0,678,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
7,"domang",98,0,624,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
4,"tongmil",99,0,849,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
3,"tongmil",100,1,1107,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
5,"tongmil",101,0,776,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
5,"tomang",102,0,949,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
2,"dongmil",103,1,887,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
1,"dongmil",104,1,828,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
3,"dongmil",105,1,1042,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","d","len","asp_word"
2,"tomang",106,1,1013,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
5,"tomang",107,0,715,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
7,"tomang",108,0,885,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
2,"domang",109,1,703,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","d","len","len_word"
5,"domang",110,0,782,"F1","td",19,10045,"tomang","domang","NB",20,"JN","P","t","asp","len_word"
6,"dongmil",111,0,779,"F1","td",19,10045,"tongmil","dongmil","NB",20,"JN","P","t","asp","asp_word"
3,"pama",0,1,1637,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
4,"pama",1,0,845,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
5,"paneul",2,0,958,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
3,"baneul",3,1,6574,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"bama",4,0,919,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
2,"pama",5,1,658,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
1,"pama",6,1,587,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
3,"baneul",7,1,697,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
5,"bama",8,0,624,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
4,"bama",9,1,510,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
5,"bama",10,0,963,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
3,"paneul",11,1,568,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
5,"paneul",12,0,850,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
1,"pama",13,1,496,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
1,"baneul",14,1,689,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
2,"baneul",15,1,624,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
3,"pama",16,1,526,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
6,"bama",17,0,613,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
1,"paneul",18,1,501,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
7,"baneul",19,0,678,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
7,"baneul",20,0,590,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","p","asp","len_word"
3,"bama",21,1,580,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
2,"pama",22,1,555,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
7,"bama",23,0,764,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
2,"bama",24,1,619,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
6,"bama",25,0,574,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
4,"bama",26,1,482,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
4,"baneul",27,1,610,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
5,"baneul",28,1,656,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
4,"paneul",29,1,447,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
6,"paneul",30,1,414,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
2,"paneul",31,1,515,"M1","pb",20,7842,"paneul","baneul","M",20,"SE","P","b","len","len_word"
4,"pama",32,0,926,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","p","asp","asp_word"
1,"bama",33,1,583,"M1","pb",20,7842,"pama","bama","M",20,"SE","P","b","len","asp_word"
